poster_number,number_recommend,avg_node_distance,avg_node_distance_kw,avg_node_distance_wv,avg_node_distance_cv,avg_node_distance_le,avg_random
7903,2,1.0,0.6,1.4,1.4,0.7,2.6
7903,3,0.8,0.6,0.8,1.2,0.8,2.9
7903,4,0.8,0.6,1.4,0.8,0.9,2.4
7903,5,0.8,0.6,1.7,1.1,0.6,2.7
7903,6,0.6,0.6,1.9,1.1,0.8,2.7
7903,7,0.8,0.6,1.9,1.2,0.9,2.5
7903,8,0.6,0.6,2.1,1.0,1.0,2.9
7903,9,0.6,0.6,2.0,0.9,0.8,2.3
7903,10,0.5,0.6,1.5,1.2,0.7,2.6
11854,1,0.8,1.1,1.0,1.6,0.7,2.7
11854,2,0.8,2.6,1.6,1.4,0.7,2.7
11854,3,0.8,1.7,1.4,1.5,0.7,2.7
11854,4,0.6,1.6,1.0,1.4,0.6,2.7
11854,5,0.4,1.8,1.2,1.2,0.6,2.7
11854,6,0.9,1.4,1.1,1.6,0.8,2.7
11854,7,0.8,1.5,1.2,1.2,0.9,2.8
11854,8,0.5,1.6,1.2,1.3,0.6,2.9
11854,9,0.8,1.5,1.5,1.4,1.0,2.8
11854,10,0.5,1.5,1.2,1.3,0.7,2.8
10358,1,0.9,1.8,1.2,2.1,0.8,2.8
10358,2,0.5,2.4,1.3,1.8,0.9,2.7
10358,3,0.9,2.1,1.2,0.9,0.4,2.7
10358,4,0.5,2.1,1.7,1.2,0.6,2.7
10358,5,0.9,2.3,1.7,1.6,0.8,2.6
10358,6,1.1,2.3,1.7,1.2,1.0,2.9
10358,7,0.9,2.1,1.2,0.7,0.8,2.7
10358,8,0.5,2.4,0.9,0.6,0.8,2.5
10358,9,0.5,2.1,1.0,0.6,0.8,2.9
10358,10,0.5,1.9,1.1,0.7,0.8,3.0
11003,1,1.6,1.3,1.8,1.6,1.7,2.8
11003,2,1.3,1.9,1.9,1.3,1.4,2.8
11003,3,1.5,2.0,2.2,1.1,1.4,2.8
11003,4,0.9,2.0,1.6,0.9,1.0,2.8
11003,5,0.9,1.5,1.7,0.8,1.0,2.9
11003,6,1.2,1.5,1.9,0.3,1.0,2.7
11003,7,1.3,1.2,1.7,0.7,1.0,2.5
11003,8,1.3,1.4,1.6,0.7,1.3,2.7
11003,9,1.0,0.8,1.6,0.9,1.2,2.6
11003,10,1.0,1.0,1.5,0.8,1.1,2.7
10024,1,1.2,2.3,1.5,1.7,1.4,3.0
10024,2,0.2,2.5,0.6,1.2,0.7,3.0
10024,3,0.2,1.7,0.7,0.9,0.5,2.8
10024,4,0.5,1.5,0.6,0.6,0.6,3.0
10024,5,0.6,1.4,0.4,0.6,0.8,2.9
10024,6,0.5,1.6,0.7,0.6,0.9,2.9
10024,7,0.5,1.7,0.8,0.5,0.8,3.0
10024,8,0.3,1.3,1.0,0.8,0.8,2.7
10024,9,0.6,1.3,0.9,0.9,0.4,2.8
10024,10,0.4,1.2,0.7,0.7,0.6,2.6
3511,1,2.1,2.1,2.5,1.8,2.1,3.0
3511,2,1.9,2.5,2.1,2.1,1.9,2.8
3511,3,1.8,2.4,1.5,2.0,2.0,3.0
3511,4,2.1,1.8,2.2,2.0,2.2,2.9
3511,5,1.4,2.2,2.0,1.9,1.8,2.8
3511,6,1.8,2.2,1.8,1.8,1.6,2.7
3511,7,2.1,2.3,2.1,2.5,1.6,2.9
3511,8,2.0,2.4,2.4,2.5,1.7,2.7
3511,9,2.6,2.7,2.8,2.7,1.9,2.9
3511,10,2.3,2.5,2.8,2.5,2.2,3.0
8578,1,1.0,1.8,1.5,1.9,1.3,2.7
8578,2,0.7,2.2,0.6,1.5,0.9,2.8
8578,3,0.9,2.1,1.0,1.1,0.9,2.8
8578,4,0.7,2.0,0.8,0.8,0.7,3.0
8578,5,0.7,2.3,0.9,0.9,0.9,3.0
8578,6,1.0,2.6,0.8,0.9,0.8,2.9
8578,7,1.0,2.0,0.7,0.8,0.8,3.0
8578,8,0.7,2.2,0.6,0.8,0.7,2.9
8578,9,0.7,2.0,0.6,0.9,0.7,3.0
8578,10,0.7,1.8,0.6,0.8,0.7,3.0
7295,1,1.7,2.3,1.4,2.6,1.5,3.0
7295,2,1.7,3.0,1.8,2.3,1.5,2.9
7295,3,1.5,2.9,1.6,2.1,1.5,3.0
7295,4,1.4,2.7,1.5,2.1,1.5,3.0
7295,5,0.8,2.7,1.6,1.8,1.4,3.0
7295,6,0.7,3.0,1.2,0.7,0.9,2.8
7295,7,0.4,2.8,0.9,0.7,0.8,2.9
7295,8,0.3,3.0,1.5,1.0,0.8,3.0
7295,9,0.0,2.8,1.0,0.7,0.5,2.8
7295,10,0.3,2.9,1.5,0.7,0.8,3.0
11301,1,1.8,1.2,2.3,1.7,2.3,2.5
11301,2,0.5,1.5,0.4,0.7,0.4,3.0
11301,3,0.6,1.4,0.8,0.7,0.9,3.0
11301,4,0.9,0.7,1.0,0.8,0.8,2.6
11301,5,0.6,1.0,0.7,0.6,0.7,2.8
11301,6,0.7,0.7,0.7,0.6,0.7,2.5
11301,7,0.5,0.6,0.7,0.5,0.5,2.8
11301,8,0.6,0.6,0.6,0.3,0.4,3.0
11301,9,0.5,0.4,0.6,0.2,0.4,2.6
11301,10,0.5,0.9,0.6,0.2,0.3,2.4
4408,1,2.5,1.4,2.1,2.3,2.4,2.7
4408,2,2.3,2.5,2.3,2.3,2.4,2.6
4408,3,1.6,2.6,2.3,1.8,2.0,2.4
4408,4,1.6,2.9,1.6,2.0,2.1,2.6
4408,5,2.2,2.5,1.9,2.3,2.0,2.7
4408,6,2.0,2.5,2.3,2.1,2.4,2.6
4408,7,1.7,2.9,2.3,1.9,2.2,2.8
4408,8,1.7,2.9,1.9,1.8,1.9,2.6
4408,9,1.7,2.9,1.8,1.8,2.1,2.4
4408,10,2.0,3.0,2.1,2.1,1.9,2.6
5940,1,2.1,2.2,2.3,2.2,1.8,2.9
5940,2,0.6,1.5,1.6,1.4,0.7,2.6
5940,3,0.9,1.6,1.3,0.9,0.9,2.7
5940,4,1.0,2.1,1.6,0.9,1.3,2.6
5940,5,1.3,2.0,1.6,0.9,1.3,2.9
5940,6,1.0,2.1,1.4,0.8,1.2,2.5
5940,7,0.8,2.3,1.4,0.6,1.0,2.9
5940,8,0.6,1.8,0.9,0.6,0.9,2.5
5940,9,0.7,1.9,1.0,0.6,0.8,2.5
5940,10,0.8,2.1,0.7,0.5,0.8,2.7
1251,1,2.4,2.7,2.4,2.7,2.4,3.0
1251,2,1.4,2.3,2.6,1.8,1.8,2.9
1251,3,1.9,2.8,2.7,1.3,1.6,2.5
1251,4,1.7,2.9,2.4,1.0,1.9,2.7
1251,5,1.2,2.4,2.1,0.9,1.6,2.9
1251,6,1.3,2.9,1.5,1.0,1.3,2.7
1251,7,0.9,2.9,1.5,1.4,1.2,2.9
1251,8,1.1,2.8,1.1,1.5,1.1,2.9
1251,9,1.3,2.5,0.9,1.6,1.1,2.7
1251,10,1.1,2.4,1.0,1.6,1.1,2.7
10996,1,1.9,2.3,2.1,2.3,1.6,2.9
10996,2,1.6,1.4,2.1,1.7,1.6,2.9
10996,3,1.4,1.4,1.7,1.6,1.8,2.4
10996,4,1.9,1.5,2.3,1.7,2.0,2.4
10996,5,1.7,1.9,2.1,1.7,1.8,2.8
10996,6,1.5,2.5,1.6,1.6,1.9,2.8
10996,7,1.2,2.5,1.8,1.1,1.7,2.8
10996,8,1.4,2.7,0.9,1.2,1.2,2.2
10996,9,1.1,2.9,0.8,1.6,1.2,2.6
10996,10,1.2,1.9,1.2,1.2,0.9,2.5
9266,1,2.7,2.4,2.7,2.5,2.7,2.7
9266,2,1.0,1.9,1.1,1.0,2.0,2.9
9266,3,1.0,2.5,0.9,0.7,0.8,2.6
9266,4,0.9,2.2,0.9,0.6,0.9,2.8
9266,5,1.0,1.9,0.6,0.5,1.0,2.6
9266,6,0.7,1.2,0.9,0.5,0.9,2.6
9266,7,0.9,0.9,1.2,0.5,0.9,2.5
9266,8,0.8,1.8,1.3,0.5,0.9,2.8
9266,9,0.6,1.8,1.1,0.5,0.9,2.8
9266,10,0.9,1.7,1.1,0.3,1.0,2.9
1083,1,0.9,2.5,1.4,2.4,1.6,2.6
1083,2,0.7,2.5,1.0,1.0,0.7,2.7
1083,3,0.9,2.0,0.7,1.3,1.4,2.6
1083,4,0.9,2.4,0.8,0.5,0.5,3.0
1083,5,0.8,2.2,0.9,0.8,0.6,2.6
1083,6,1.0,2.0,1.1,0.6,1.0,2.7
1083,7,0.7,1.9,1.0,1.5,1.2,2.7
1083,8,0.8,1.8,1.1,0.9,1.0,3.0
1083,9,0.7,1.5,0.7,0.6,1.0,2.7
1083,10,0.8,1.5,0.8,1.0,1.0,2.7
8639,1,2.2,1.8,2.3,2.3,2.6,2.6
8639,2,1.5,0.8,1.5,1.6,1.6,2.8
8639,3,1.5,1.4,1.6,1.9,1.6,2.9
8639,4,1.3,1.8,1.7,1.3,1.3,2.4
8639,5,1.2,1.1,1.9,1.6,1.7,2.8
8639,6,1.4,1.5,2.0,1.5,1.2,2.8
8639,7,1.5,1.7,2.1,2.0,1.3,2.5
8639,8,1.3,1.8,2.0,2.1,1.5,2.5
8639,9,1.6,1.8,2.0,1.8,1.4,3.0
8639,10,1.7,1.8,1.9,1.6,1.9,2.6
5904,1,1.8,1.7,1.7,1.8,1.1,2.6
5904,2,1.3,2.1,1.5,1.9,1.1,2.5
5904,3,1.1,2.1,0.8,1.2,1.0,2.6
5904,4,0.5,2.4,0.8,1.4,0.6,2.7
5904,5,0.5,2.2,0.8,0.6,0.4,2.7
5904,6,0.8,2.2,0.9,0.8,0.4,3.0
5904,7,0.4,1.8,0.8,1.1,0.3,3.0
5904,8,0.1,1.7,1.1,1.2,0.4,2.8
5904,9,0.9,1.5,1.2,1.1,0.5,2.3
5904,10,0.4,1.7,1.2,1.3,0.4,2.4
12861,1,2.3,2.5,1.8,1.9,2.1,2.5
12861,2,1.2,2.6,1.6,1.6,1.0,2.9
12861,3,0.9,2.5,1.4,1.3,1.3,2.6
12861,4,1.3,2.7,1.4,1.4,1.6,2.6
12861,5,1.0,2.5,1.2,1.0,1.2,2.8
12861,6,1.0,2.3,1.1,1.1,1.2,2.6
12861,7,0.9,1.9,1.2,0.8,1.0,2.5
12861,8,1.0,1.9,1.1,1.0,0.8,2.6
12861,9,0.7,1.9,0.9,1.3,0.9,2.3
12861,10,0.9,1.7,0.9,1.3,0.9,2.5
8479,1,0.8,1.0,2.3,1.0,0.9,2.8
8479,2,1.5,2.0,2.4,2.1,1.3,2.6
8479,3,0.7,1.7,2.0,1.5,0.6,2.6
8479,4,1.2,1.0,1.5,0.9,1.4,2.8
8479,5,1.2,2.4,1.7,1.6,1.2,2.5
8479,6,0.9,1.8,1.9,1.5,1.0,2.6
8479,7,0.8,1.6,1.6,1.9,1.3,2.7
8479,8,0.9,1.7,1.7,1.0,1.6,2.9
8479,9,1.2,1.9,1.4,1.2,1.7,3.0
8479,10,0.9,1.8,1.4,0.9,1.7,2.7
4461,1,2.2,1.0,2.5,2.3,2.4,2.9
4461,2,1.1,1.8,2.3,1.6,0.7,2.8
4461,3,0.5,1.8,1.3,1.5,0.5,2.6
4461,4,0.7,2.1,1.7,1.3,0.5,2.8
4461,5,0.6,2.1,1.8,1.0,0.5,2.9
4461,6,0.5,1.7,2.3,1.3,0.5,2.7
4461,7,0.4,1.8,1.9,1.8,0.7,2.9
4461,8,0.5,1.7,1.8,1.3,0.5,2.7
4461,9,0.6,1.9,1.4,1.2,0.5,2.6
4461,10,0.6,2.2,1.7,1.2,0.6,2.8
2412,1,2.0,1.7,1.6,2.2,2.2,2.7
2412,2,1.2,1.8,1.5,1.7,1.8,2.9
2412,3,1.5,2.4,2.1,1.6,1.9,2.6
2412,4,1.4,2.2,1.4,1.6,1.9,2.4
2412,5,1.5,1.8,0.9,1.9,1.9,2.6
2412,6,1.5,1.9,1.0,1.5,1.8,2.5
2412,7,1.5,1.2,1.7,1.2,1.8,2.5
2412,8,1.2,1.4,1.6,1.7,1.9,2.6
2412,9,1.4,1.8,0.8,2.0,2.1,2.6
2412,10,1.6,2.1,0.8,2.1,2.2,2.9
1886,1,2.0,2.6,2.7,2.7,1.9,2.2
1886,2,2.4,1.3,2.3,2.4,2.2,2.9
1886,3,1.2,1.7,1.5,0.7,1.3,2.6
1886,4,0.8,1.6,1.2,2.0,1.4,2.8
1886,5,0.9,2.1,1.1,1.3,1.0,2.6
1886,6,1.4,2.1,0.9,2.4,1.9,2.4
1886,7,1.1,1.8,1.0,1.0,1.9,2.4
1886,8,1.1,2.0,1.2,1.8,2.4,2.6
1886,9,1.5,2.0,1.4,2.3,2.7,2.9
1886,10,2.4,1.9,1.7,2.5,2.7,2.6
11906,1,1.5,2.6,2.0,1.9,1.5,3.0
11906,2,1.2,2.7,1.6,2.4,1.2,2.9
11906,3,0.8,2.3,1.4,2.1,0.8,3.0
11906,4,0.9,2.6,1.3,2.0,0.9,3.0
11906,5,1.0,2.5,1.2,1.6,1.0,2.9
11906,6,1.0,2.4,1.3,0.9,1.0,2.9
11906,7,1.0,2.0,1.3,1.1,1.2,3.0
11906,8,1.2,2.6,1.6,1.4,1.2,2.6
11906,9,1.2,2.6,1.3,1.9,1.2,2.8
11906,10,1.4,2.5,1.5,1.8,1.2,2.7
2775,1,1.0,1.1,1.5,1.3,0.9,3.0
2775,2,1.0,1.9,1.1,0.9,0.7,3.0
2775,3,0.7,2.5,1.2,0.7,0.7,2.8
2775,4,0.5,2.4,1.0,0.8,0.6,2.8
2775,5,0.1,2.2,1.1,0.5,0.5,3.0
2775,6,0.1,2.3,0.7,0.3,0.3,2.8
2775,7,0.1,2.4,1.5,0.6,0.5,2.7
2775,8,0.6,2.0,1.5,0.9,0.5,2.5
2775,9,0.5,1.7,1.5,0.8,0.4,2.7
2775,10,0.2,2.0,1.5,0.9,0.4,2.7
10259,1,1.7,2.5,2.0,2.4,1.8,2.9
10259,2,0.6,2.4,0.7,0.8,0.8,2.4
10259,3,1.0,2.6,0.7,1.1,0.9,2.4
10259,4,0.6,2.6,0.8,0.6,0.9,2.4
10259,5,0.5,1.4,0.9,0.6,0.8,2.9
10259,6,0.5,1.4,1.0,0.4,0.8,2.7
10259,7,0.6,1.1,0.9,0.5,0.9,3.0
10259,8,0.7,1.0,0.8,0.6,0.9,2.7
10259,9,0.6,1.0,0.9,0.7,0.9,2.7
10259,10,0.5,1.4,0.8,0.4,0.7,2.4
13829,1,0.8,0.8,1.2,0.8,1.3,2.6
13829,2,1.0,1.3,1.2,0.7,0.8,2.7
13829,3,0.8,1.3,1.0,0.5,0.4,2.8
13829,4,0.5,1.7,1.0,0.6,0.5,2.4
13829,5,0.5,1.8,0.8,0.5,0.4,2.6
13829,6,0.5,1.7,0.9,0.5,0.5,2.4
13829,7,0.5,1.5,0.9,0.6,0.5,2.7
13829,8,0.4,1.5,1.0,0.6,0.4,2.7
13829,9,0.4,1.5,1.0,0.6,0.4,2.6
13829,10,0.4,1.7,0.9,0.6,0.6,2.6
3117,1,1.9,1.1,2.2,2.6,2.0,2.8
3117,2,1.9,2.1,2.5,2.3,1.9,3.0
3117,3,0.9,3.0,1.7,1.5,1.4,2.9
3117,4,0.4,2.5,1.1,1.0,0.4,2.9
3117,5,0.4,2.8,1.1,1.0,0.2,3.0
3117,6,0.3,2.1,1.3,1.0,0.4,2.8
3117,7,0.3,3.0,1.2,1.3,0.4,2.9
3117,8,0.4,2.6,1.1,1.5,0.4,2.7
3117,9,0.4,2.7,1.3,1.1,0.5,2.9
3117,10,0.4,2.2,1.1,1.0,0.4,2.7
8684,1,2.2,1.6,2.3,1.7,1.8,3.0
8684,2,1.2,2.0,1.5,1.1,1.6,2.9
8684,3,1.0,2.2,1.1,0.9,0.9,2.8
8684,4,1.7,2.0,1.7,1.7,1.7,2.9
8684,5,2.4,2.7,2.2,2.4,2.2,3.0
8684,6,2.1,1.6,1.5,2.4,1.9,2.7
8684,7,2.4,2.5,2.3,2.2,2.0,2.9
8684,8,1.8,2.7,1.9,1.9,1.5,2.9
8684,9,1.3,2.2,1.4,1.9,1.3,2.8
8684,10,1.4,1.8,1.4,1.7,1.4,2.9
4563,1,1.6,2.2,1.6,2.4,1.8,2.8
4563,2,1.2,2.5,1.4,2.3,1.6,2.6
4563,3,0.9,2.8,2.1,1.8,1.8,3.0
4563,4,0.9,2.6,1.6,1.8,1.3,2.8
4563,5,1.3,3.0,1.5,2.7,1.0,2.9
4563,6,1.0,2.9,1.7,2.2,1.6,2.7
4563,7,1.5,2.9,1.6,2.5,1.7,2.9
4563,8,1.5,2.8,1.7,2.5,1.5,2.8
4563,9,1.5,2.9,1.7,2.3,1.5,2.7
4563,10,1.3,2.8,1.5,2.2,1.5,2.7
12803,1,1.1,2.3,0.7,1.0,1.3,2.8
12803,2,1.4,1.7,1.9,1.2,1.4,2.6
12803,3,0.9,1.5,1.8,0.8,0.8,2.8
12803,4,1.3,1.2,1.3,1.1,1.3,2.9
12803,5,0.8,2.4,1.6,1.2,0.9,2.8
12803,6,0.8,1.9,1.6,0.8,0.8,2.9
12803,7,1.1,1.6,2.0,1.0,0.9,2.8
12803,8,1.0,1.2,1.5,1.0,0.8,2.7
12803,9,0.9,1.5,1.7,1.2,0.6,2.8
12803,10,1.3,0.9,1.5,1.6,0.8,2.6
5250,1,1.8,1.8,2.1,2.3,2.1,2.7
5250,2,1.0,2.0,1.2,1.7,1.5,2.4
5250,3,1.0,2.0,1.5,1.9,0.7,2.3
5250,4,0.8,1.5,0.8,1.1,0.8,2.8
5250,5,1.0,2.3,0.8,1.5,1.3,2.2
5250,6,1.1,2.3,1.1,1.6,1.4,2.4
5250,7,1.3,2.1,0.9,1.8,1.2,2.6
5250,8,1.2,1.5,0.9,1.6,1.0,2.6
5250,9,1.1,1.3,0.9,1.3,1.0,2.6
5250,10,1.0,1.2,1.2,1.6,0.7,2.7
9331,1,0.9,0.8,1.5,0.9,0.9,2.6
9331,2,0.9,1.2,1.0,0.7,1.0,2.7
9331,3,0.7,0.9,1.1,0.8,1.0,2.7
9331,4,0.9,0.8,1.1,0.8,0.8,2.4
9331,5,1.0,0.8,0.9,0.7,0.9,2.7
9331,6,1.0,1.3,1.1,0.7,0.9,2.7
9331,7,1.0,1.1,1.0,0.7,0.9,2.8
9331,8,1.0,1.3,0.6,0.7,0.8,2.7
9331,9,0.8,1.0,1.0,0.8,0.8,2.3
9331,10,0.6,1.2,1.0,0.7,0.6,2.8
2636,1,1.2,2.3,1.3,1.0,1.3,3.0
2636,2,1.6,2.4,1.3,1.3,1.4,3.0
2636,3,1.2,2.1,1.1,1.3,1.4,3.0
2636,4,1.1,2.7,1.1,1.0,0.9,2.9
2636,5,0.9,2.6,1.1,1.1,0.9,2.9
2636,6,1.1,2.7,1.1,1.2,0.9,3.0
2636,7,0.9,2.7,1.1,0.9,0.7,3.0
2636,8,0.9,2.6,1.1,0.6,0.7,2.9
2636,9,0.6,2.2,1.4,0.6,0.7,2.8
2636,10,0.7,2.2,1.3,0.7,0.6,3.0
11954,1,2.7,2.6,2.3,2.5,2.3,2.5
11954,2,2.3,2.6,1.8,1.9,2.0,2.6
11954,3,1.0,2.4,1.6,1.2,1.3,2.4
11954,4,1.5,2.9,1.5,1.8,1.8,2.8
11954,5,1.2,2.6,1.5,1.9,0.9,2.9
11954,6,1.2,2.5,1.7,2.0,1.5,2.8
11954,7,2.2,2.2,2.1,2.3,1.7,2.8
11954,8,1.9,2.6,1.9,2.0,1.9,2.5
11954,9,1.9,2.8,1.8,2.1,1.7,2.7
11954,10,2.1,2.6,2.1,1.9,1.6,2.6
10077,1,1.1,2.1,1.4,1.0,1.2,2.8
10077,2,0.9,1.9,1.7,1.0,1.0,2.9
10077,3,0.3,2.1,0.8,0.8,0.3,3.0
10077,4,0.7,1.4,0.6,1.4,0.2,2.7
10077,5,0.6,1.7,0.9,0.6,0.6,2.5
10077,6,0.6,1.7,1.0,0.6,0.6,2.7
10077,7,0.6,1.7,0.7,0.7,0.6,2.4
10077,8,0.5,2.0,0.7,1.1,0.6,2.9
10077,9,0.4,2.0,0.4,1.1,0.3,2.9
10077,10,0.3,2.0,0.8,0.7,0.5,2.5
6325,1,1.2,2.2,1.4,2.5,1.5,2.8
6325,2,0.8,0.9,1.0,1.2,0.8,2.7
6325,3,0.7,1.4,1.1,1.6,0.9,2.7
6325,4,1.1,1.6,1.2,1.4,1.1,2.7
6325,5,1.3,1.5,1.4,1.8,1.1,2.9
6325,6,1.1,1.2,1.1,1.5,1.0,2.8
6325,7,1.1,1.4,1.2,1.7,0.8,2.8
6325,8,1.0,1.7,1.7,1.0,0.9,2.8
6325,9,1.0,1.3,1.5,0.7,1.0,3.0
6325,10,1.0,1.3,1.5,0.7,1.0,2.8
6987,1,1.6,0.6,1.5,1.9,1.5,2.6
6987,2,1.7,1.3,1.9,1.8,2.0,2.7
6987,3,1.3,0.7,1.6,1.6,1.9,2.6
6987,4,1.1,0.9,2.1,1.4,1.5,2.7
6987,5,0.9,1.4,1.8,1.4,1.5,2.9
6987,6,1.3,2.0,1.7,1.3,1.9,2.6
6987,7,1.3,1.3,1.7,1.6,2.0,2.5
6987,8,1.3,2.1,2.0,1.4,2.5,2.7
6987,9,0.9,1.8,1.9,1.4,1.6,2.8
6987,10,0.8,1.9,2.1,1.3,2.1,2.9
12026,1,2.2,2.7,2.1,2.7,1.9,2.8
12026,2,1.6,2.5,2.5,2.7,0.8,2.8
12026,3,1.1,2.6,2.2,1.9,1.1,2.5
12026,4,0.6,1.8,1.9,1.7,0.7,2.5
12026,5,1.0,1.7,2.3,1.8,1.0,2.9
12026,6,0.8,1.7,2.4,2.0,0.8,2.4
12026,7,1.1,1.9,1.7,2.0,1.3,2.8
12026,8,0.9,1.6,1.8,2.0,1.1,2.6
12026,9,0.6,2.0,2.1,2.0,1.1,2.5
12026,10,0.9,2.6,2.1,2.0,1.1,2.8
1993,1,0.5,2.5,0.5,1.8,0.7,3.0
1993,2,0.6,1.8,1.1,0.8,0.5,3.0
1993,3,0.5,1.9,0.8,1.3,0.5,2.9
1993,4,0.8,1.9,0.9,1.6,1.0,2.9
1993,5,0.5,1.7,0.4,1.2,0.8,3.0
1993,6,0.4,1.5,0.2,1.4,0.6,2.8
1993,7,0.5,2.1,0.6,1.3,0.3,2.9
1993,8,0.5,1.8,0.6,1.2,0.3,2.9
1993,9,0.2,1.4,0.7,1.1,0.4,2.9
1993,10,0.4,1.7,0.6,1.1,0.4,2.9
12759,1,1.7,2.5,1.8,2.1,1.7,3.0
12759,2,2.1,2.4,2.0,2.0,2.1,2.9
12759,3,1.6,2.8,1.8,1.7,1.4,2.9
12759,4,1.2,2.4,1.8,1.4,1.6,3.0
12759,5,1.2,2.5,1.8,1.5,1.5,2.9
12759,6,1.1,2.7,1.5,1.7,1.8,3.0
12759,7,1.3,2.6,1.9,1.5,1.6,2.8
12759,8,1.3,2.8,1.7,1.6,1.6,2.9
12759,9,1.3,2.7,1.5,1.7,1.6,3.0
12759,10,1.2,2.7,1.4,1.4,1.6,2.8
1831,1,1.8,2.2,1.8,2.1,2.1,3.0
1831,2,1.6,1.9,1.8,1.4,1.6,2.9
1831,3,1.4,2.4,1.3,1.4,1.3,2.9
1831,4,1.1,2.7,1.6,1.4,1.3,3.0
1831,5,1.3,2.5,1.7,1.5,1.4,2.9
1831,6,1.2,2.5,1.9,1.2,1.5,2.8
1831,7,1.6,2.5,1.7,1.6,2.0,3.0
1831,8,1.6,2.5,1.6,1.3,1.7,2.8
1831,9,1.6,2.5,1.8,1.3,1.7,2.8
1831,10,0.9,2.6,1.8,1.2,1.8,3.0
12119,1,1.7,2.3,2.1,2.2,1.9,2.6
12119,2,1.9,2.3,1.3,1.9,1.7,2.7
12119,3,1.6,2.3,1.6,1.8,1.7,2.3
12119,4,1.8,2.0,1.9,1.6,1.7,2.8
12119,5,1.4,2.0,1.6,1.8,2.1,2.6
12119,6,1.9,3.0,1.5,2.1,2.0,3.0
12119,7,1.6,2.9,1.6,2.5,1.5,2.5
12119,8,1.5,2.6,1.3,2.3,1.2,2.8
12119,9,1.7,2.2,1.4,1.9,1.4,2.7
12119,10,1.7,2.7,1.4,2.2,1.5,3.0
5407,1,1.0,1.0,1.5,1.0,1.5,2.9
5407,2,0.7,1.7,1.3,1.3,0.8,2.7
5407,3,0.9,0.9,1.0,1.1,0.8,2.5
5407,4,0.6,1.3,1.1,1.1,0.9,2.8
5407,5,0.7,1.2,0.8,1.2,0.7,2.9
5407,6,0.6,1.3,1.1,1.0,0.5,2.5
5407,7,0.3,1.0,0.9,1.2,0.5,2.6
5407,8,0.3,0.7,0.7,1.2,0.5,2.6
5407,9,0.3,0.9,0.7,1.3,0.4,2.7
5407,10,0.3,0.9,0.6,1.4,0.5,3.0
11129,1,1.6,2.4,2.2,1.6,1.3,2.3
11129,2,2.1,2.8,2.2,1.6,1.6,2.6
11129,3,1.9,2.9,2.2,1.4,1.3,2.7
11129,4,0.7,2.6,1.7,1.2,0.9,2.9
11129,5,0.9,2.4,1.9,1.1,0.9,2.8
11129,6,1.6,2.7,1.9,1.5,1.4,2.4
11129,7,1.5,2.7,2.1,1.3,1.4,2.8
11129,8,1.1,2.7,1.5,1.0,1.0,2.5
11129,9,1.2,2.8,1.6,1.2,1.1,2.7
11129,10,1.7,2.6,1.3,1.0,1.4,2.8
11680,1,1.9,2.7,2.0,2.0,2.0,3.0
11680,2,2.2,2.7,2.4,2.1,2.2,2.7
11680,3,1.5,3.0,2.4,2.1,1.8,3.0
11680,4,1.3,3.0,2.3,2.4,1.7,3.0
11680,5,1.1,3.0,2.3,1.9,1.6,3.0
11680,6,0.7,2.5,2.3,1.5,1.0,3.0
11680,7,1.0,2.7,1.9,2.0,1.1,3.0
11680,8,0.8,3.0,1.8,1.9,1.2,2.9
11680,9,0.7,3.0,2.0,2.2,1.3,2.9
11680,10,0.5,3.0,1.5,1.9,1.6,3.0
9944,1,1.1,1.2,2.1,2.4,1.3,2.6
9944,2,0.6,0.9,0.9,0.7,0.7,3.0
9944,3,0.6,1.0,0.8,0.7,0.8,2.8
9944,4,0.3,1.0,0.8,0.4,0.9,2.6
9944,5,0.3,1.0,0.6,0.5,0.9,2.7
9944,6,0.3,1.0,0.6,0.4,0.8,2.4
9944,7,0.3,1.0,0.8,0.4,0.6,2.5
9944,8,0.3,1.0,0.7,0.4,0.5,2.7
9944,9,0.4,0.9,0.7,0.3,0.5,2.5
9944,10,0.6,1.0,0.7,0.4,0.7,2.7
664,1,1.6,2.2,2.5,2.2,1.7,2.7
664,2,0.9,2.3,1.5,1.8,1.4,2.9
664,3,1.2,2.6,1.7,1.5,1.2,2.9
664,4,0.8,2.8,1.4,1.2,1.0,2.9
664,5,0.4,2.6,0.9,1.0,0.6,2.7
664,6,0.2,1.3,1.4,1.1,0.5,2.7
664,7,0.6,1.4,1.0,0.9,0.7,2.8
664,8,0.3,2.7,1.0,1.1,0.8,2.6
664,9,0.5,2.1,1.0,1.4,0.7,2.8
664,10,0.4,2.0,1.2,1.2,0.9,2.5
3672,1,2.4,2.5,2.7,2.5,2.2,2.8
3672,2,2.0,2.6,1.9,2.4,1.6,2.7
3672,3,2.3,2.9,1.5,2.1,1.8,2.6
3672,4,1.7,2.7,2.2,1.7,1.6,2.6
3672,5,2.3,2.6,1.8,2.4,2.2,2.8
3672,6,1.7,2.6,1.9,2.4,2.2,2.8
3672,7,2.0,2.5,2.0,2.1,1.5,2.7
3672,8,1.7,2.7,2.1,1.7,1.4,2.6
3672,9,1.3,2.7,1.8,1.7,1.1,2.7
3672,10,1.5,2.3,2.2,1.6,0.8,2.6
7343,1,1.9,2.0,1.8,2.2,1.7,2.6
