poster_number,distance,n_components
1408,1.7,500
5452,2.4,500
1992,2.0,500
11727,0.8,500
13315,1.8,500
7360,2.4,500
3675,2.6,500
5633,2.9,500
3745,2.4,500
2005,2.7,500
3872,2.0,500
4315,1.5,500
6898,2.8,500
2918,1.6,500
12619,2.3,500
3671,2.3,500
11514,1.4,500
2947,3.0,500
3091,1.6,500
4126,1.8,500
13855,1.9,500
984,1.5,500
4966,1.2,500
8665,2.3,500
8648,2.8,500
14647,1.9,500
7531,2.7,500
1814,2.3,500
1198,2.9,500
8802,1.8,500
13097,2.6,500
5332,2.9,500
6884,2.5,500
13289,1.1,500
454,2.3,500
12285,2.7,500
12427,1.4,500
1157,3.0,500
3414,1.7,500
8597,2.8,500
9212,2.3,500
2645,1.4,500
1098,2.6,500
10721,1.0,500
2818,2.1,500
7871,1.4,500
10563,2.4,500
10484,1.3,500
3015,3.0,500
11032,2.3,500
9907,2.9,500
7659,1.5,500
13674,1.9,500
4287,1.7,500
11646,1.5,500
2522,2.5,500
1261,2.1,500
3894,2.5,500
13599,2.7,500
2151,2.2,500
14482,1.9,500
3926,2.7,500
4759,2.5,500
400,2.5,500
4781,2.5,500
2920,1.3,500
3776,2.1,500
7081,2.2,500
10176,3.0,500
12782,0.8,500
2694,1.2,500
14193,2.9,500
12555,1.8,500
3574,1.8,500
7739,2.4,500
9190,2.1,500
81,1.6,500
11581,0.6,500
1871,2.9,500
8012,2.3,500
7631,2.8,500
9466,0.8,500
1412,2.9,500
7515,2.0,500
4574,2.8,500
4040,2.8,500
8139,1.8,500
9874,1.5,500
4100,1.8,500
7665,1.5,500
11046,2.4,500
9595,2.2,500
10639,0.4,500
4414,3.0,500
10878,1.8,500
749,2.1,500
13302,1.8,500
13287,1.8,500
6962,1.6,500
8537,2.6,500
7366,2.8,500
10500,2.5,500
3027,1.7,500
12038,2.4,500
13195,1.7,500
5323,1.2,500
1900,1.5,500
5380,2.6,500
8765,2.4,500
10695,1.1,500
5034,2.1,500
12804,1.6,500
4245,3.0,500
5942,1.8,500
9706,2.5,500
11969,2.3,500
6185,1.5,500
6853,2.6,500
4078,1.4,500
121,2.9,500
13542,0.7,500
204,1.9,500
13074,2.8,500
13392,1.4,500
14332,1.3,500
4481,1.8,500
9770,1.6,500
4570,2.3,500
9577,1.7,500
4094,3.0,500
12716,2.5,500
8618,1.9,500
8982,2.8,500
9327,0.9,500
5443,1.3,500
14116,1.6,500
10524,2.3,500
811,2.1,500
10650,1.3,500
11697,1.3,500
4932,1.3,500
2831,0.8,500
2075,1.2,500
12567,1.4,500
3213,1.8,500
6734,1.7,500
925,1.5,500
5929,2.8,500
2431,2.7,500
14003,1.0,500
8034,1.6,500
13102,2.7,500
6284,1.5,500
8456,2.2,500
9602,2.2,500
13493,0.7,500
4651,1.4,500
4674,2.6,500
1863,1.9,500
6654,2.6,500
11968,1.9,500
12508,2.1,500
9508,1.4,500
1446,2.3,500
9309,2.7,500
10419,2.0,500
10807,0.9,500
9907,2.9,500
8653,2.6,500
3645,3.0,500
7988,2.6,500
597,2.1,500
1542,2.2,500
